id,name,description,price,category_id,brand,image_url,images,variants,tags,details,store_type,featured,created_at,brand_id,sku,active,new,_actiontype,store_reference,material,weight,dimensions,rating,reviews_count
34,ASICS GEL-1130 - BLUE,"Résultat d'une conception en constante évolution depuis des décennies, la GEL-1130 est un hommage à la neuvième version de la série GEL-1000. La chaussure de running stabilité de 2008 maintient parfaitement vos pieds où que votre esprit vous mène.

Ses matériaux classiques ont été réutilisés pour donner à cette chaussure rétro un look plus moderne.

De plus, cette chaussure rétro confortable a été repensée pour les rues de la ville, avec l'ajout de la technologie GEL dans le talon pour un confort durable.",0.00,20,ASICS,  ,{},"[{""size"": ""EU 43.5"", ""color"": ""Bleu"", ""stock"": 1}]","{asics,japanese,tiger,sportswear,heritage,running,comfort,quality,gel,sneakers,performance}","{""Chaussure ASICS avec technologie GEL™ signature de la marque"",""Conçue avec l'expertise running japonaise d'ASICS"",""Équilibre parfait entre performance technique et esthétique lifestyle"",""Amorti adapté pour un confort quotidien optimal"",""Construction durable fidèle à la réputation de qualité ASICS"",""Semelle en caoutchouc pour adhérence sur toutes les surfaces"",""Design intemporel inspiré de l'héritage sportif de la marque""}",sneakers,f,,37,AS001,t,f,  , gel1130_blue ,  ,,  ,,0
65,MERCER RE-RUN CITY,"Inspirée des équipes de baseball des villes légendaires des États-Unis, chaque modèle possède sa propre ville marquée sur le talon en argent. Tige en cuir recyclé avec mesh fabriqué à partir de bouteilles en plastique recyclées, œillets Mercer argentés et lacets plats en coton.",169.00,20,MERCER,,{},"[{""size"": ""EU 41"", ""color"": ""NAVY-WHITE"", ""stock"": 1}, {""size"": ""EU 42"", ""color"": ""NAVY-WHITE"", ""stock"": 2}, {""size"": ""EU 43"", ""color"": ""NAVY-WHITE"", ""stock"": 3}, {""size"": ""EU 44"", ""color"": ""NAVY-WHITE"", ""stock"": 2}, {""size"": ""EU 45"", ""color"": ""NAVY-WHITE"", ""stock"": 1}]","{chaussures,sneakers,mercer,amsterdam}","{""Semelle extérieure : EVA + caoutchouc recyclé"",""Tige : cuir recyclé GRS, PU recyclé GRS et mesh recyclé GRS"",""Semelle intérieure recyclée et semelle de montage recyclée"",""Doublure en mesh recyclé""}",sneakers,f,2025-04-14 00:00:00+00,32,MERCER-AMS-1,t,f,,ME241001/671,,,,,0
87,Off White Be Right Back,"Les baskets Be Right Back incarnent l'esthétique running haute performance dans une silhouette décontractée. Confectionnées en mesh et cuir synthétique, elles arborent de nombreux éléments signature de la marque et un design dynamique à flèches.",200.00,20,OFF WHITE,"",{},"[{""size"": ""EU 40"", ""color"": ""Sand"", ""stock"": 1}, {""size"": ""EU 41"", ""color"": ""Sand"", ""stock"": 1}, {""size"": ""EU 42"", ""color"": ""Sand"", ""stock"": 1}, {""size"": ""EU 43"", ""color"": ""Sand"", ""stock"": 1}]",{},"{""Matière : EXTÉRIEUR : Cuir artificiel 18 %"",""SEMELLE : Caoutchouc 100 %"",""Polyester 100 %"",""EXTÉRIEUR : Polyester 26 %"",""EXTÉRIEUR : Polyuréthane 56 %""}",sneakers,f,2025-04-18 14:04:05.344411+00,9,BERIGHT/SAND,t,f,,BERIGHT/SAND,,,,,0
44,"Asics GEL-NYC ""CREAMROSE""","La basket GEL-NYC™ puise son inspiration dans l'héritage et les styles de course à pied modernes et performants.

Sa construction supérieure fait référence à la chaussure GEL-NIMBUS™ 3 du début des années 2000 et la mélange avec divers embellissements du design GEL-MC PLUS™ V.

L'outillage contraste les influences rétro de la tige en utilisant le système d'outillage de la chaussure GEL-CUMULUS™ 16. Grâce à une combinaison de mousses légères et d'inserts de technologie GEL™, cette formation de semelle intermédiaire permet de créer un confort avancé sous le pied.Les influences des chaussures de course des années 2000 rencontrent un amorti avancé.",0.02,20,ASICS,  ,{},"[{""size"": ""EU 38"", ""color"": ""CREAMROSE"", ""stock"": 1}, {""size"": ""EU 41.5"", ""color"": ""CREAMROSE"", ""stock"": 2}, {""size"": ""EU 42"", ""color"": ""CREAMROSE"", ""stock"": 2}, {""size"": ""EU 42.5"", ""color"": ""CREAMROSE"", ""stock"": 2}, {""size"": ""EU 43.5"", ""color"": ""CREAMROSE"", ""stock"": 3}, {""size"": ""EU 44"", ""color"": ""CREAMROSE"", ""stock"": 1}, {""size"": ""EU 45"", ""color"": ""CREAMROSE"", ""stock"": 1}]","{asics,japanese,tiger,sportswear,heritage,running,comfort,quality,gel,sneakers,performance}","{""Chaussure ASICS avec technologie GEL™ signature de la marque"",""Conçue avec l'expertise running japonaise d'ASICS"",""Équilibre parfait entre performance technique et esthétique lifestyle"",""Amorti adapté pour un confort quotidien optimal"",""Construction durable fidèle à la réputation de qualité ASICS"",""Semelle en caoutchouc pour adhérence sur toutes les surfaces"",""Design intemporel inspiré de l'héritage sportif de la marque""}",sneakers,f,,37,AS001,t,f,  , nyc_creamrose ,  ,,  ,,0
84,The Re-Run Dot - Femme,"Faut-il vraiment en dire plus ? La Re-Run Dot présente une tige en PU recyclé imprimée d’un motif à pois, montée sur notre semelle classique Re-Run en blanc cassé. Probablement notre modèle le plus commenté de la saison.",200.00,20,MERCER,"",{},"[{""size"": ""EU 36"", ""color"": ""Silver"", ""stock"": 1}, {""size"": ""EU 37"", ""color"": ""Silver"", ""stock"": 2}, {""size"": ""EU 38"", ""color"": ""Silver"", ""stock"": 3}, {""size"": ""EU 39"", ""color"": ""Silver"", ""stock"": 3}, {""size"": ""EU 40"", ""color"": ""Silver"", ""stock"": 2}, {""size"": ""EU 41"", ""color"": ""Silver"", ""stock"": 1}]","{chaussures,femme,mercer}","{""Semelle extérieure : EVA + caoutchouc recyclé"",""Tige : PU recyclé GRS et mesh recyclé GRS"",""Semelle intérieure recyclée et semelle de montage recyclée"",""Doublure en mesh recyclé""}",sneakers,f,2025-04-18 11:13:02.620307+00,32,WE251008/981,t,f,,WE251008/981,,,,,0
70,Mercer The Re-Run Metallic,"Ces chaussures polyvalentes s'adaptent à toutes les occasions, des rendez-vous professionnels aux sorties décontractées.",205.00,20,MERCER,,{},"[{""size"": ""EU 42"", ""color"": ""Or"", ""stock"": 1}, {""size"": ""EU 43"", ""color"": ""Or"", ""stock"": 2}, {""size"": ""EU 44"", ""color"": ""Or"", ""stock"": 2}, {""size"": ""EU 45"", ""color"": ""Or"", ""stock"": 1}]","{chaussures,sneakers,mercer,florence}","{""Semelle extérieure : EVA + caoutchouc recyclé"",""Tige : cuir recyclé GRS, PU recyclé GRS et mesh recyclé GRS"",""Semelle intérieure recyclée et semelle de montage recyclée"",""Doublure en mesh recyclé""}",sneakers,f,2025-04-14 00:00:00+00,32,MERCER-FLO-6,t,t,,ME251005/997,,,,,0
81,The Re-Run Metallic - Femme,Nous avons drapé notre classique dans une tige métallique mate vintage créant un look et une sensation discrets mais en même temps uniques.,200.00,20,MERCER,"",{},"[{""size"": ""EU 36"", ""color"": ""Metallic Gold"", ""stock"": 1}, {""size"": ""EU 37"", ""color"": ""Metallic Gold"", ""stock"": 2}, {""size"": ""EU 38"", ""color"": ""Metallic Gold"", ""stock"": 3}, {""size"": ""EU 39"", ""color"": ""Metallic Gold"", ""stock"": 3}, {""size"": ""EU 40"", ""color"": ""Metallic Gold"", ""stock"": 2}, {""size"": ""EU 41"", ""color"": ""Metallic Gold"", ""stock"": 1}]","{chaussures,femme,mercer}","{""Semelle extérieure : EVA + caoutchouc recyclé"",""Tige : PU recyclé GRS et mesh recyclé GRS"",""Semelle intérieure recyclée et semelle de montage recyclée"",""Doublure en mesh recyclé""}",sneakers,f,2025-04-18 11:12:54.174945+00,32,WE251005/997,t,f,,WE251005/997,,,,,0
85,Sacoche Off White,null,400.00,19,OFF-WHITE,"",{},"[{""size"": ""UNI"", ""color"": ""Noir"", ""stock"": 1}]",{},{},adult,f,2025-04-18 13:58:50.187167+00,9,"",t,f,,DIAGPOUCH/BLK,,,,,0
86,Off White Be Right Back,"Les baskets Be Right Back incarnent l'esthétique running haute performance dans une silhouette décontractée. Confectionnées en mesh et cuir synthétique, elles arborent de nombreux éléments signature de la marque et un design dynamique à flèches.",200.00,20,OFF WHITE,"",{},"[{""size"": ""EU 40"", ""color"": ""BLKYE"", ""stock"": 1}]",{},"{""Matière : EXTÉRIEUR : Cuir artificiel 18 %"",""SEMELLE : Caoutchouc 100 %"",""Polyester 100 %"",""EXTÉRIEUR : Polyester 26 %"",""EXTÉRIEUR : Polyuréthane 56 %""}",sneakers,f,2025-04-18 14:04:01.684887+00,9,BERIGHT/BLKYE,t,f,,BERIGHT/BLKYE,,,,,0
60,The Re-Run Baseball,"Une édition limitée de cette saison, inspirée par le passe-temps préféré des Américains, avec trois fils rouges cousus à la main sur le talon en référence au baseball.",205.00,20,MERCER,,{},"[{""size"": ""EU 42"", ""color"": ""White Green"", ""stock"": 1}, {""size"": ""EU 43"", ""color"": ""White Green"", ""stock"": 2}, {""size"": ""EU 44"", ""color"": ""White Green"", ""stock"": 2}, {""size"": ""EU 45"", ""color"": ""White Green"", ""stock"": 1}]","{chaussures,sneakers,mercer,florence}","{""Semelle extérieure : EVA + caoutchouc recyclé"",""Tige : cuir recyclé GRS, PU recyclé GRS et mesh recyclé GRS"",""Semelle intérieure recyclée et semelle de montage recyclée"",""Doublure en mesh recyclé""}",sneakers,f,2025-04-14 00:00:00+00,32,MERCER-FLO-6,t,t,,ME251006/154,,,,,0
88,Off White Be Right Back,"Les baskets Be Right Back incarnent l'esthétique running haute performance dans une silhouette décontractée. Confectionnées en mesh et cuir synthétique, elles arborent de nombreux éléments signature de la marque et un design dynamique à flèches.",200.00,20,OFF WHITE,"",{},"[{""size"": ""EU 41"", ""color"": ""Blanc"", ""stock"": 1}, {""size"": ""EU 42"", ""color"": ""Blanc"", ""stock"": 1}, {""size"": ""EU 43"", ""color"": ""Blanc"", ""stock"": 1}]",{},"{""Matière : EXTÉRIEUR : Cuir artificiel 18 %"",""SEMELLE : Caoutchouc 100 %"",""Polyester 100 %"",""EXTÉRIEUR : Polyester 26 %"",""EXTÉRIEUR : Polyuréthane 56 %""}",sneakers,f,2025-04-18 14:04:08.476902+00,9,BERIGHT/WHITE,t,f,,BERIGHT/WHITE,,,,,0
82,The Re-Run Baseball - Femme,"Une édition limitée de cette saison, inspirée par le passe-temps préféré des Américains, avec trois fils rouges cousus à la main sur le talon en référence au baseball.",200.00,20,MERCER,"",{},"[{""size"": ""EU 36"", ""color"": ""White - Green"", ""stock"": 1}, {""size"": ""EU 37"", ""color"": ""White - Green"", ""stock"": 2}, {""size"": ""EU 38"", ""color"": ""White - Green"", ""stock"": 3}, {""size"": ""EU 40"", ""color"": ""White - Green"", ""stock"": 2}, {""size"": ""EU 41"", ""color"": ""White - Green"", ""stock"": 1}, {""size"": ""EU 39"", ""color"": ""White - Green"", ""stock"": 3}]","{chaussures,femme,mercer}","{""Semelle extérieure : EVA + caoutchouc recyclé"",""Tige : PU recyclé GRS et mesh recyclé GRS"",""Semelle intérieure recyclée et semelle de montage recyclée"",""Doublure en mesh recyclé""}",sneakers,f,2025-04-18 11:12:56.987232+00,32,WE251006/154,t,f,,WE251006/154,,,,,0
89,Off White Be Right Back - Femme,"Les baskets Be Right Back incarnent l'esthétique running haute performance dans une silhouette décontractée. Confectionnées en mesh et cuir synthétique, elles arborent de nombreux éléments signature de la marque et un design dynamique à flèches.",200.00,20,OFF WHITE,"",{},"[{""size"": ""EU 36"", ""color"": ""Beige"", ""stock"": 1}, {""size"": ""EU 37"", ""color"": ""Beige"", ""stock"": 2}, {""size"": ""EU 38"", ""color"": ""Beige"", ""stock"": 1}, {""size"": ""EU 39"", ""color"": ""Beige"", ""stock"": 1}]",{},"{""Matière : EXTÉRIEUR : Cuir artificiel 18 %"",""SEMELLE : Caoutchouc 100 %"",""Polyester 100 %"",""EXTÉRIEUR : Polyester 26 %"",""EXTÉRIEUR : Polyuréthane 56 %""}",sneakers,f,2025-04-18 14:04:11.512521+00,9,BERIGHTW/BEIGE,t,f,,BERIGHTW/BEIGE,,,,,0
97,Area Lo Sneaker,"Inspirée des styles de basket-ball vintage, l'Area Lo Sneaker est fabriquée à la main à partir de cuir et daim certifiés LWG, ainsi que de polyester recyclé. Agrémenté du logo Arigato, ce modèle possède des semelles en caoutchouc expansé moulées sur mesure avec des rainures angulaires.",200.00,20,Axel Arigato,"",{},"[{""size"": ""EU 40"", ""color"": ""Beige"", ""stock"": 1}, {""size"": ""EU 41"", ""color"": ""Beige"", ""stock"": 1}, {""size"": ""EU 42"", ""color"": ""Beige"", ""stock"": 1}, {""size"": ""EU 43"", ""color"": ""Beige"", ""stock"": 1}, {""size"": ""EU 44"", ""color"": ""Beige"", ""stock"": 1}]",{},"{""Dessus : 80% cuir / daim + 20% polyester recyclé"",""Doublure : 90% polyester recyclé + 10% PU"",""Semelle : 100% TR, avec clip talon TPU ; hauteur 37mm"",""Taille européenne"",""Logo estampillé en métal doré"",""Étiquette de la marque tissée sur la languette"",""Lacets plats en coton"",""Sac à poussière de marque en polyester recyclé"",""Emballage responsable"",""Fabriqué à la main au Portugal""}",sneakers,f,2025-04-20 15:46:00.685525+00,6,AREALO/BEIGE,t,f,,AREALO/BEIGE,,,,,0
59,Mercer The Re-Run Metallic,"Nous avons habillé notre modèle classique d'une tige métallique mate vintage, créant un look et une sensation à la fois sobres et uniques.",170.00,20,MERCER,,{},"[{""size"": ""EU 41"", ""color"": ""Metallic Silver"", ""stock"": 1}, {""size"": ""EU 42"", ""color"": ""Metallic Silver"", ""stock"": 2}, {""size"": ""EU 43"", ""color"": ""Metallic Silver"", ""stock"": 3}, {""size"": ""EU 44"", ""color"": ""Metallic Silver"", ""stock"": 3}, {""size"": ""EU 45"", ""color"": ""Metallic Silver"", ""stock"": 2}, {""size"": ""EU 46"", ""color"": ""Metallic Silver"", ""stock"": 1}]","{chaussures,sneakers,mercer,edinburgh}","{""Semelle extérieure : EVA + caoutchouc recyclé"",""Tige : cuir recyclé GRS, PU recyclé GRS et mesh recyclé GRS"",""Semelle intérieure recyclée et semelle de montage recyclée"",""Doublure en mesh recyclé""}",sneakers,t,2025-04-14 00:00:00+00,32,MERCER-EDI-5,t,t,,ME251005/996,,,,,0
69,Mercer The Re-Run Metallic,"Nous avons habillé notre modèle classique d'une tige métallique mate vintage, créant un look et une sensation à la fois sobres et uniques.",170.00,20,MERCER,,{},"[{""size"": ""EU 41"", ""color"": ""Metallic Pink"", ""stock"": 1}, {""size"": ""EU 42"", ""color"": ""Metallic Pink"", ""stock"": 2}, {""size"": ""EU 43"", ""color"": ""Metallic Pink"", ""stock"": 3}, {""size"": ""EU 44"", ""color"": ""Metallic Pink"", ""stock"": 3}, {""size"": ""EU 45"", ""color"": ""Metallic Pink"", ""stock"": 2}, {""size"": ""EU 46"", ""color"": ""Metallic Pink"", ""stock"": 1}]","{chaussures,sneakers,mercer,metallic}","{""Semelle extérieure : EVA + caoutchouc recyclé"",""Tige : cuir recyclé GRS, PU recyclé GRS et mesh recyclé GRS"",""Semelle intérieure recyclée et semelle de montage recyclée"",""Doublure en mesh recyclé""}",sneakers,t,2025-04-14 00:00:00+00,32,MERCER-EDI-5,t,t,,ME251005/350,,,,,0
57,Mercer The Re-Run Vintage,Ce n'est pas pour rien qu'on l'appelle vintage ; la semelle jaunie crée un look et une ambiance qui s'accordent parfaitement avec notre marque. On dirait que vous les avez trouvées des années plus tard dans le placard de votre père.,175.00,20,MERCER,,{},"[{""size"": ""40"", ""color"": ""White Red"", ""stock"": 1}, {""size"": ""41"", ""color"": ""White Red"", ""stock"": 2}, {""size"": ""42"", ""color"": ""White Red"", ""stock"": 3}, {""size"": ""43"", ""color"": ""White Red"", ""stock"": 4}, {""size"": ""44"", ""color"": ""White Red"", ""stock"": 3}, {""size"": ""45"", ""color"": ""White Red"", ""stock"": 2}, {""size"": ""46"", ""color"": ""White Red"", ""stock"": 1}]","{chaussures,sneakers,mercer,copenhagen}","{""Semelle extérieure : EVA + caoutchouc recyclé"",""Tige : cuir recyclé GRS, PU recyclé GRS et mesh recyclé GRS"",""Semelle intérieure recyclée et semelle de montage recyclée"",""Doublure en mesh recyclé""}",sneakers,t,2025-04-14 00:00:00+00,32,MERCER-COP-3,t,t,,ME251001/153,,,,,0
72,Mercer The Re-Run Dot,"Faut-il vraiment en dire plus ? La Re-Run Dot présente une tige en PU recyclé imprimée d’un motif à pois, montée sur notre semelle classique Re-Run en blanc cassé. Probablement notre modèle le plus commenté de la saison.",180.00,20,MERCER,,{},"[{""size"": ""EU 41"", ""color"": ""Argent"", ""stock"": 0}, {""size"": ""EU 42"", ""color"": ""Argent"", ""stock"": 2}, {""size"": ""EU 43"", ""color"": ""Argent"", ""stock"": 3}, {""size"": ""EU 44"", ""color"": ""Argent"", ""stock"": 2}, {""size"": ""EU 45"", ""color"": ""Argent"", ""stock"": 1}]","{chaussures,sneakers,mercer,helsinki}","{""Semelle extérieure : EVA + caoutchouc recyclé"",""Tige : cuir recyclé GRS, PU recyclé GRS et mesh recyclé GRS"",""Semelle intérieure recyclée et semelle de montage recyclée"",""Doublure en mesh recyclé""}",sneakers,t,2025-04-14 00:00:00+00,32,MERCER-HEL-8,t,t,,ME251008/981,,,,,0
90,Off White Be Right Back - Femme,"Les baskets Be Right Back incarnent l'esthétique running haute performance dans une silhouette décontractée. Confectionnées en mesh et cuir synthétique, elles arborent de nombreux éléments signature de la marque et un design dynamique à flèches.",200.00,20,OFF WHITE,"",{},"[{""size"": ""EU 36"", ""color"": ""Blanc"", ""stock"": 1}, {""size"": ""EU 37"", ""color"": ""Blanc"", ""stock"": 2}, {""size"": ""EU 38"", ""color"": ""Blanc"", ""stock"": 2}]",{},"{""Matière : EXTÉRIEUR : Cuir artificiel 18 %"",""SEMELLE : Caoutchouc 100 %"",""Polyester 100 %"",""EXTÉRIEUR : Polyester 26 %"",""EXTÉRIEUR : Polyuréthane 56 %""}",sneakers,f,2025-04-18 14:04:14.995349+00,9,BERIGHTW/WH,t,f,,BERIGHTW/WH,,,,,0
75,The Re-Run Speed - Femme,"La Re-Run est fabriquée à partir de matériaux recyclés selon la norme de certification GRS. Elle garantit des textiles et des cuirs recyclés avec des critères environnementaux et sociaux supplémentaires. De plus, elle est extrêmement légère et flexible, idéale pour une utilisation quotidienne.",200.00,20,MERCER,"",{},"[{""size"": ""EU 36"", ""color"": ""Gold"", ""stock"": 1}, {""size"": ""EU 37"", ""color"": ""Gold"", ""stock"": 2}, {""size"": ""EU 38"", ""color"": ""Gold"", ""stock"": 3}, {""size"": ""EU 39"", ""color"": ""Gold"", ""stock"": 3}, {""size"": ""EU 40"", ""color"": ""Gold"", ""stock"": 2}, {""size"": ""EU 41"", ""color"": ""Gold"", ""stock"": 1}]","{chaussures,femme,mercer}","{""Semelle extérieure : EVA + caoutchouc recyclé"",""Tige : PU recyclé GRS et mesh recyclé GRS"",""Semelle intérieure recyclée et semelle de montage recyclée"",""Doublure en mesh recyclé""}",sneakers,f,2025-04-18 09:35:10.507085+00,32,WE241003/997,t,f,,WE241003/997,,,,,0
55,MERCER RE-RUN SPEED GOLD,"La Re-Run est fabriquée à partir de matériaux recyclés selon la norme de certification GRS. Elle garantit des textiles et des cuirs recyclés avec des critères environnementaux et sociaux supplémentaires. De plus, elle est extrêmement légère et flexible, idéale pour une utilisation quotidienne.",165.00,20,MERCER,https://res.cloudinary.com/dxen69pdo/image/upload/v1748199642/reboul-store/rerun_mercer_gold_rcrcjm.jpg,{https://res.cloudinary.com/dxen69pdo/image/upload/v1748199642/reboul-store/rerun_mercer_gold_rcrcjm.jpg},"[{""size"": ""41"", ""color"": ""Gold"", ""stock"": 1}, {""size"": ""42"", ""color"": ""Gold"", ""stock"": 2}, {""size"": ""43"", ""color"": ""Gold"", ""stock"": 4}, {""size"": ""44"", ""color"": ""Gold"", ""stock"": 4}, {""size"": ""45"", ""color"": ""Gold"", ""stock"": 2}, {""size"": ""46"", ""color"": ""Gold"", ""stock"": 1}]","{chaussures,sneakers,mercer,amsterdam}","{""Semelle extérieure : EVA + caoutchouc recyclé"",""Tige : cuir recyclé GRS, PU recyclé GRS et mesh recyclé GRS"",""Semelle intérieure recyclée et semelle de montage recyclée"",""Doublure en mesh recyclé""}",sneakers,t,2025-04-14 00:00:00+00,32,MERCER-AMS-1,t,t,,ME241003/997,,,,,0
91,Off-White Out Of Office,"Hybride entre streetwear, basket et running, fortement influencé par la sous-culture des années 90, les baskets Out Of Office de cette saison reprennent les couleurs de l'héritage sportif emblématique américain. Elles sont dotées d'une tige en cuir de veau et d'une semelle en caoutchouc.",200.00,20,OFF WHITE,"",{},"[{""size"": ""EU 40"", ""color"": ""Blanc"", ""stock"": 1}, {""size"": ""EU 41"", ""color"": ""Blanc"", ""stock"": 1}, {""size"": ""EU 42"", ""color"": ""Blanc"", ""stock"": 1}, {""size"": ""EU 43"", ""color"": ""Blanc"", ""stock"": 1}]",{},{},sneakers,f,2025-04-18 14:04:17.94799+00,9,OUTOFFICE/WHIT,t,f,,OUTOFFICE/WHIT,,,,,0
98,Area Lo Sneaker,"Inspirée des styles de basket-ball vintage, l'Area Lo Sneaker est fabriquée à la main à partir de cuir et daim certifiés LWG, ainsi que de polyester recyclé. Agrémenté du logo Arigato, ce modèle possède des semelles en caoutchouc expansé moulées sur mesure avec des rainures angulaires.",200.00,20,Axel Arigato,"",{},"[{""size"": ""EU 39"", ""color"": ""Crème"", ""stock"": 1}, {""size"": ""EU 41"", ""color"": ""Crème"", ""stock"": 1}, {""size"": ""EU 42"", ""color"": ""Crème"", ""stock"": 1}, {""size"": ""EU 43"", ""color"": ""Crème"", ""stock"": 1}, {""size"": ""EU 44"", ""color"": ""Crème"", ""stock"": 1}]",{},"{""Dessus : 80% cuir / daim + 20% polyester recyclé"",""Doublure : 90% polyester recyclé + 10% PU"",""Semelle : 100% TR, avec clip talon TPU ; hauteur 37mm"",""Taille européenne"",""Logo estampillé en métal doré"",""Étiquette de la marque tissée sur la languette"",""Lacets plats en coton"",""Sac à poussière de marque en polyester recyclé"",""Emballage responsable"",""Fabriqué à la main au Portugal""}",sneakers,f,2025-04-20 15:46:04.376328+00,6,AREALO/CREME,t,f,,AREALO/CREME,,,,,0
42,"Asics GEL-NYC ""Black""","Plongez dans l'ère moderne avec la Asics Gel-NYC, une sneaker qui réinvente le quotidien ! Adoptez une allure tendance avec son coloris gris/noir, tout en bénéficiant du confort légendaire de la technologie GEL. Un choix parfait pour les amoureux de la culture sneaker.",0.00,20,ASICS,  ,{},"[{""size"": ""EU 41.5"", ""color"": ""Noir"", ""stock"": 2}, {""size"": ""EU 42"", ""color"": ""Noir"", ""stock"": 2}, {""size"": ""EU 43.5"", ""color"": ""Noir"", ""stock"": 1}, {""size"": ""EU 44"", ""color"": ""Noir"", ""stock"": 1}]","{asics,japanese,tiger,sportswear,heritage,running,comfort,quality,gel,sneakers,performance}","{""Chaussure ASICS avec technologie GEL™ signature de la marque"",""Conçue avec l'expertise running japonaise d'ASICS"",""Équilibre parfait entre performance technique et esthétique lifestyle"",""Amorti adapté pour un confort quotidien optimal"",""Construction durable fidèle à la réputation de qualité ASICS"",""Semelle en caoutchouc pour adhérence sur toutes les surfaces"",""Design intemporel inspiré de l'héritage sportif de la marque""}",sneakers,f,,37,AS001,t,f,  , nyc_black ,  ,,  ,,0
68,Mercer The Re-Run Vintage Suede,Ce n'est pas pour rien qu'on l'appelle vintage ; la semelle jaunie crée un look et une ambiance qui s'accordent parfaitement avec notre marque. On dirait que vous les avez trouvées des années plus tard dans le placard de votre père.,185.00,20,MERCER,,{},"[{""size"": ""42"", ""color"": ""Rose"", ""stock"": 1}, {""size"": ""43"", ""color"": ""Rose"", ""stock"": 2}, {""size"": ""44"", ""color"": ""Rose"", ""stock"": 2}, {""size"": ""45"", ""color"": ""Rose"", ""stock"": 1}]","{chaussures,sneakers,mercer,vintage,suede}","{""Semelle extérieure : EVA + caoutchouc recyclé"",""Tige : cuir recyclé GRS, PU recyclé GRS et mesh recyclé GRS"",""Semelle intérieure recyclée et semelle de montage recyclée"",""Doublure en mesh recyclé""}",sneakers,f,2025-04-14 00:00:00+00,32,MERCER-DUB-4,t,t,,ME251002/350,,,,,0
99,Areapatch Sneaker,"Issue de la collection Area, le modèle Area Haze Sneaker est fabriqué à la main dans un mélange de cuir certifié LWG, de TPU et de polyester recyclé. Doté du logo « Arigato » et de spoilers au niveau du talon, ce modèle possède des semelles en caoutchouc expansé moulées sur mesure avec des rainures angulaires.",200.00,20,Axel Arigato,"",{},"[{""size"": ""EU 40"", ""color"": ""Beige"", ""stock"": 1}, {""size"": ""EU 41"", ""color"": ""Beige"", ""stock"": 1}, {""size"": ""EU 42"", ""color"": ""Beige"", ""stock"": 1}, {""size"": ""EU 43"", ""color"": ""Beige"", ""stock"": 1}, {""size"": ""EU 44"", ""color"": ""Beige"", ""stock"": 1}, {""size"": ""EU 45"", ""color"": ""Beige"", ""stock"": 1}]",{},"{""Tige : 56 % cuir + 44 % polyester"",""Doublure : 85 % polyester recyclé + 15 % polyuréthane"",""Semelle : 100% TR, avec clip talon TPU ; hauteur 37mm"",""Taille européenne"",""Étiquette de la marque tissée sur la languette"",""Broderie décorative"",""Sac à poussière de marque en polyester recyclé"",""Emballage responsable"",""Fabriqué à la main au Portugal""}",sneakers,f,2025-04-20 15:46:08.093357+00,6,AREAPATCH/BEIGE,t,f,,AREAPATCH/BEIGE,,,,,0
92,Maillot de bain Off White,"",200.00,24,OFF-WHITE,"",{},"[{""size"": ""M"", ""color"": ""Noir"", ""stock"": 1}, {""size"": ""S"", ""color"": ""Noir"", ""stock"": 1}, {""size"": ""XL"", ""color"": ""Noir"", ""stock"": 1}, {""size"": ""XS"", ""color"": ""Noir"", ""stock"": 1}]",{},{},adult,f,2025-04-18 14:08:44.254052+00,9,"",t,f,,OFFSTAMP/FORES,,,,,0
71,The Re-Run Neon,"Nous avons habillé notre modèle classique d'une tige métallique mate vintage, créant un look et une sensation à la fois sobres et uniques.",190.00,20,MERCER,,{},"[{""size"": ""EU 42"", ""color"": ""Silver Yellow"", ""stock"": 1}, {""size"": ""EU 43"", ""color"": ""Silver Yellow"", ""stock"": 2}, {""size"": ""EU 44"", ""color"": ""Silver Yellow"", ""stock"": 2}, {""size"": ""EU 45"", ""color"": ""Silver Yellow"", ""stock"": 1}]","{chaussures,sneakers,mercer,geneva}","{""Semelle extérieure : EVA + caoutchouc recyclé"",""Tige : cuir recyclé GRS, PU recyclé GRS et mesh recyclé GRS"",""Semelle intérieure recyclée et semelle de montage recyclée"",""Doublure en mesh recyclé""}",sneakers,f,2025-04-14 00:00:00+00,32,MERCER-GEN-7,t,t,,ME251007/261,,,,,0
80,The Re-Run Metallic - Femme,"Nous avons drapé notre classique dans une tige métallique mate vintage créant un look et une sensation discrets mais en même temps uniques.
",200.00,20,MERCER,"",{},"[{""size"": ""EU 36"", ""color"": ""Metallic Silver"", ""stock"": 1}, {""size"": ""EU 37"", ""color"": ""Metallic Silver"", ""stock"": 2}, {""size"": ""EU 38"", ""color"": ""Metallic Silver"", ""stock"": 3}, {""size"": ""EU 40"", ""color"": ""Metallic Silver"", ""stock"": 2}, {""size"": ""EU 41"", ""color"": ""Metallic Silver"", ""stock"": 1}, {""size"": ""EU 39"", ""color"": ""Metallic Silver"", ""stock"": 3}]","{chaussures,femme,mercer}","{""Semelle extérieure : EVA + caoutchouc recyclé"",""Tige : PU recyclé GRS et mesh recyclé GRS"",""Semelle intérieure recyclée et semelle de montage recyclée"",""Doublure en mesh recyclé""}",sneakers,f,2025-04-18 11:12:51.372675+00,32,WE251005/996,t,f,,WE251005/996,,,,,0
